Age,Subscription_Duration_Months,Monthly_Logins,Last_Purchase_Days_Ago,App_Usage_Time_Min,Monthly_Spend,Discount_Usage_Percentage,Customer_Support_Calls,Satisfaction_Score,Contract_Type_Annual,Contract_Type_Monthly,Is_Churn
0.7843137254901961,0.2542372881355932,0.2222222222222222,0.011111111111111112,0.1890547263681592,0.015798994974874372,0.6590909090909091,0.0,1.0,0.0,1.0,0
0.7843137254901961,0.864406779661017,0.37037037037037035,0.32222222222222224,0.38142620232172475,0.031753768844221104,0.034090909090909095,0.125,1.0,0.0,1.0,0
0.11764705882352944,0.5593220338983051,0.37037037037037035,0.1,0.0,0.019145728643216082,0.2272727272727273,0.125,1.0,0.0,1.0,0
0.0,0.13559322033898305,0.4074074074074074,0.05555555555555556,0.2951907131011609,0.02461809045226131,0.29545454545454547,0.0,1.0,0.0,1.0,0
0.13725490196078433,0.4576271186440678,0.2962962962962963,0.33333333333333337,0.1890547263681592,0.03919095477386935,0.4318181818181819,0.375,0.75,0.0,1.0,1
0.823529411764706,0.9491525423728814,0.48148148148148145,0.0,0.26533996683250416,0.04827638190954774,0.42045454545454547,0.125,1.0,0.0,1.0,0
0.3137254901960784,0.5932203389830509,0.2962962962962963,0.0,0.06799336650082918,0.00835175879396985,0.7386363636363638,0.125,1.0,0.0,1.0,0
0.9215686274509803,0.13559322033898305,0.37037037037037035,0.4,0.08789386401326699,0.006537688442211056,0.46590909090909094,0.125,1.0,0.0,1.0,0
0.8431372549019608,0.6610169491525424,0.4444444444444444,0.05555555555555556,0.08623548922056384,0.03518090452261307,0.14772727272727273,0.25,1.0,1.0,0.0,0
0.03921568627450983,0.9491525423728814,0.5185185185185186,0.34444444444444444,0.47595356550580437,0.1140100502512563,0.4090909090909091,0.25,1.0,0.0,1.0,0
0.5294117647058824,0.5423728813559322,0.2222222222222222,0.12222222222222223,0.32669983416252074,0.055547738693467345,0.17045454545454547,0.375,0.75,1.0,0.0,0
0.1960784313725491,0.6779661016949153,0.4444444444444444,0.06666666666666667,0.6053067993366501,0.11967839195979901,0.2613636363636364,0.125,0.75,1.0,0.0,0
0.5098039215686275,0.7966101694915255,0.5185185185185186,0.022222222222222223,0.6351575456053068,0.024743718592964828,0.06818181818181819,0.375,0.75,0.0,1.0,0
0.1960784313725491,0.3559322033898305,0.4074074074074074,0.2111111111111111,0.4096185737976783,0.05929648241206031,0.3863636363636364,0.25,1.0,0.0,1.0,0
0.5686274509803921,0.576271186440678,0.6666666666666667,0.24444444444444446,0.12437810945273631,0.012507537688442212,0.39772727272727276,0.125,1.0,1.0,0.0,0
0.9803921568627451,0.08474576271186442,0.3333333333333333,0.16666666666666669,0.49585406301824214,0.033618090452261315,0.29545454545454547,0.125,1.0,1.0,0.0,0
0.33333333333333337,0.8135593220338984,0.4444444444444444,0.1,0.06799336650082918,0.0,0.5454545454545455,0.125,1.0,1.0,0.0,0
0.5490196078431373,0.9830508474576272,0.4444444444444444,0.12222222222222223,0.3001658374792704,0.03167336683417086,0.4772727272727273,0.25,1.0,0.0,1.0,0
0.33333333333333337,0.288135593220339,0.4444444444444444,0.2111111111111111,0.23548922056384744,0.16938693467336685,0.125,0.125,1.0,0.0,1.0,0
0.33333333333333337,0.11864406779661017,0.5185185185185186,0.03333333333333333,0.3117744610281924,0.013120603015075376,0.20454545454545456,0.25,0.75,0.0,1.0,0
0.05882352941176472,0.6610169491525424,0.4444444444444444,0.011111111111111112,0.10945273631840796,0.03898492462311558,0.13636363636363638,0.125,0.75,0.0,1.0,0
0.47058823529411764,0.05084745762711865,0.2222222222222222,0.0,0.20066334991708126,0.03845728643216081,0.32954545454545453,0.125,1.0,0.0,1.0,0
0.03921568627450983,0.711864406779661,0.5185185185185186,0.011111111111111112,0.30679933665008297,0.002316582914572864,0.27272727272727276,0.25,0.75,1.0,0.0,0
0.9215686274509803,0.22033898305084745,0.07407407407407407,0.48888888888888893,0.615257048092869,0.03792964824120604,0.3068181818181819,0.125,1.0,1.0,0.0,0
0.6862745098039217,0.11864406779661017,0.5185185185185186,0.044444444444444446,0.27529021558872313,0.0614422110552764,0.07954545454545456,0.0,0.75,0.0,1.0,0
0.9411764705882354,0.11864406779661017,0.3333333333333333,0.43333333333333335,0.4444444444444445,0.017748743718592967,0.44318181818181823,0.25,0.75,1.0,0.0,0
0.3921568627450981,0.7796610169491526,0.3333333333333333,0.3,0.3383084577114428,0.03215577889447236,0.04545454545454546,0.0,1.0,1.0,0.0,0
0.5490196078431373,0.6440677966101696,0.5925925925925926,0.35555555555555557,0.27529021558872313,0.09419597989949749,0.06818181818181819,0.375,0.75,0.0,1.0,0
0.9803921568627451,0.0,0.18518518518518517,0.18888888888888888,0.3499170812603649,0.04325125628140704,0.18181818181818185,0.125,0.75,1.0,0.0,0
0.3921568627450981,0.2711864406779661,0.2222222222222222,0.3,0.3217247097844113,0.017170854271356787,0.1931818181818182,0.125,1.0,0.0,1.0,0
0.3137254901960784,0.6779661016949153,0.6666666666666667,0.26666666666666666,0.36318407960199006,0.059738693467336686,0.6818181818181819,0.25,0.75,1.0,0.0,0
0.3921568627450981,0.03389830508474577,0.4074074074074074,0.06666666666666667,0.27529021558872313,0.042994974874371865,0.6136363636363638,0.0,1.0,1.0,0.0,0
0.21568627450980393,0.6610169491525424,0.25925925925925924,0.16666666666666669,0.4129353233830846,0.11500000000000002,0.46590909090909094,0.25,0.5,1.0,0.0,0
0.607843137254902,0.8983050847457628,0.18518518518518517,0.1,0.23217247097844113,0.2557336683417085,0.3068181818181819,0.0,1.0,0.0,1.0,0
0.8627450980392156,0.9830508474576272,0.4444444444444444,0.33333333333333337,0.4013266998341625,0.04274874371859297,0.10227272727272728,0.125,0.75,1.0,0.0,0
0.5098039215686275,0.7796610169491526,0.5185185185185186,0.2777777777777778,0.34494195688225543,0.06159296482412061,0.14772727272727273,0.625,0.5,0.0,1.0,0
0.13725490196078433,0.4745762711864407,0.5185185185185186,0.14444444444444446,0.23714759535655058,0.2208241206030151,0.5227272727272728,0.25,1.0,0.0,1.0,0
0.11764705882352944,0.3559322033898305,0.48148148148148145,0.6555555555555556,0.19071310116086235,0.10945728643216082,0.11363636363636365,0.125,1.0,0.0,1.0,0
0.11764705882352944,0.9830508474576272,0.5185185185185186,0.4444444444444445,0.548922056384743,0.03806030150753769,0.7500000000000001,0.25,1.0,0.0,1.0,0
